orcid	alexid	author_name	author_raw_name	role	department	notes
NULL	https://openalex.org/A5031464574	Michael Russell	Michael P. Russell	NULL	NULL	NULL
NULL	https://openalex.org/A5044745974	Michael S. Engel	M. Engel	NULL	NULL	NULL
https://orcid.org/0000-0001-6096-6315	https://openalex.org/A5014256559	Michael S. Ignatov	Michael S. Ignatov	NULL	NULL	NULL
NULL	https://openalex.org/A5017624547	Michael Schaadt	Michael Schaadt	NULL	NULL	NULL
NULL	https://openalex.org/A5047701183	Michael T. Ghiselin	Michael T. Ghiselin	NULL	NULL	NULL
NULL	https://openalex.org/A5021318403	Michele Bouvier	Michele Bouvier	NULL	NULL	NULL
https://orcid.org/0000-0001-6390-7177	https://openalex.org/A5086409053	Michelle Achlatis	Michelle Achlatis	NULL	NULL	NULL
https://orcid.org/0000-0002-0371-5621	https://openalex.org/A5090494404	Michelle R. Gaither	M. R. Gaither	NULL	NULL	NULL
https://orcid.org/0000-0003-0410-722X	https://openalex.org/A5016955064	Michelle S. Koo	Michelle S. Koo	NULL	NULL	NULL
NULL	https://openalex.org/A5010582700	Michelle Trautwein	Michelle Trautwein	NULL	NULL	NULL
https://orcid.org/0000-0002-8301-1340	https://openalex.org/A5077248280	Miguel Fernández	Miguel Fernández	NULL	NULL	NULL
NULL	https://openalex.org/A5051661381	Mikael Härlin	Mikael Härlin	NULL	NULL	NULL
NULL	https://openalex.org/A5071202963	Mike Schmitt	Mike Schmitt	NULL	NULL	NULL
https://orcid.org/0000-0003-1468-5541	https://openalex.org/A5014597030	Minoru Yoshimura	Masashi Yoshimura	NULL	NULL	NULL
NULL	https://openalex.org/A5020195784	Misha Leong	Misha Leong	NULL	NULL	NULL
NULL	https://openalex.org/A5078961969	Moe Flannery	Moe Flannery	NULL	NULL	NULL
https://orcid.org/0000-0002-3236-8403	https://openalex.org/A5027308323	Moisés A. Bernal	M. A. Bernal	NULL	NULL	NULL
NULL	https://openalex.org/A5018685634	Molli M. MacDonald	Molli M. MacDonald	NULL	NULL	NULL
NULL	https://openalex.org/A5047067006	Mona Bourell	Mona Bourell	NULL	NULL	NULL
https://orcid.org/0000-0001-9633-7342	https://openalex.org/A5045829203	Monica McDonald	Monica M. McDonald	NULL	NULL	NULL
NULL	https://openalex.org/A5079813897	N. Brunwin	N. Brunwin	NULL	NULL	NULL
https://orcid.org/0000-0002-4049-3941	https://openalex.org/A5084346787	N. Dean Pentcheff	Dean Pentcheff	NULL	NULL	NULL
NULL	https://openalex.org/A5079782728	N. L. Sinai	N. L. Sinai	NULL	NULL	NULL
NULL	https://openalex.org/A5076382742	Nancy Bronstein	Bronstein, Nancy	NULL	NULL	NULL
NULL	https://openalex.org/A5061090287	Natalie H. N. Low	Natalie H.N. Low	NULL	NULL	NULL
https://orcid.org/0000-0002-0221-9650	https://openalex.org/A5048415233	Nathalie S. Nagalingum	Nathalie S. Nagalingum	NULL	NULL	NULL
NULL	https://openalex.org/A5078918138	Neal Ramus	Neal Ramus	NULL	NULL	NULL
NULL	https://openalex.org/A5085644438	Neil E. Fahy	Neil E. Fahy	NULL	NULL	NULL
NULL	https://openalex.org/A5076197403	Nicholas G. Crawford	Nicholas G. Crawford	NULL	NULL	NULL
https://orcid.org/0000-0002-8698-7656	https://openalex.org/A5057189098	Nicholas J. Matzke	Nicholas J. Matzke	NULL	NULL	NULL
NULL	https://openalex.org/A5070565241	Nigella Hillgarth	Nigella Hillgarth	NULL	NULL	NULL
https://orcid.org/0000-0001-7644-874X	https://openalex.org/A5009978269	Nina G. Jablonski	Nina G Jablonski	NULL	NULL	NULL
NULL	https://openalex.org/A5022480963	Nina L. Baghai	Nina L. Baghai	NULL	NULL	NULL
NULL	https://openalex.org/A5053149510	Nir L. Gil‐ad	Nir L. Gil-ad	NULL	NULL	NULL
https://orcid.org/0000-0001-8974-0301	https://openalex.org/A5035775363	Norah P. Saarman	Norah P. Saarman	NULL	NULL	NULL
NULL	https://openalex.org/A5042494871	Norman D. Penny	Norman D. Penny	NULL	NULL	NULL
https://orcid.org/0000-0001-5228-9940	https://openalex.org/A5069808908	Oleksandr Zinenko	Oleksandr Zinenko	NULL	NULL	NULL
NULL	https://openalex.org/A5017094041	Ore Carmi	Ore Carmi	NULL	NULL	NULL
NULL	https://openalex.org/A5064589616	Otto M. Sokol	O. M. Sokol	NULL	NULL	NULL
NULL	https://openalex.org/A5012505885	P. Christiaan Klieger	P. Christiaan Klieger	NULL	NULL	NULL
https://orcid.org/0000-0001-7391-7133	https://openalex.org/A5070597935	Palatty Allesh Sinu	Palatty Allesh Sinu	NULL	NULL	NULL
https://orcid.org/0000-0001-9116-5350	https://openalex.org/A5007961446	Panpim Thongsripong	Panpim Thongsripong	NULL	NULL	NULL
https://orcid.org/0000-0002-4963-2696	https://openalex.org/A5065434828	Patrícia Morales	Patricia Morales	NULL	NULL	NULL
https://orcid.org/0000-0002-7048-2514	https://openalex.org/A5025013830	Paul E. Marek	Paul E. Marek	NULL	NULL	NULL
NULL	https://openalex.org/A5035425284	Paul H. Arnaud	Paul H. Arnaud	NULL	NULL	NULL
NULL	https://openalex.org/A5060307523	Paul S. Matsumoto	Paul S. Matsumoto	NULL	NULL	NULL
NULL	https://openalex.org/A5026199574	Pelin Yilmaz	Pelin Yilmaz	NULL	NULL	NULL
NULL	https://openalex.org/A5089148408	Penny Jennings	Penny Jennings	NULL	NULL	NULL
https://orcid.org/0000-0003-1418-734X	https://openalex.org/A5026976143	Pepper W. Trail	Pepper W. Trail	NULL	NULL	NULL
https://orcid.org/0000-0002-0501-3471	https://openalex.org/A5049464925	Peter Alexander	Peter Alexander	NULL	NULL	NULL
https://orcid.org/0000-0002-9811-1176	https://openalex.org/A5050488917	Peter D. Roopnarine	Peter D. Roopnarine	NULL	NULL	NULL
NULL	https://openalex.org/A5083602791	Peter F. Brussard	Peter F. Brussard	NULL	NULL	NULL
https://orcid.org/0000-0003-2306-4974	https://openalex.org/A5007119947	Peter Johnson	P. M. Johnson	NULL	NULL	NULL
https://orcid.org/0000-0001-7989-4032	https://openalex.org/A5050608918	Peter M. Elias	Peter M Elias	NULL	NULL	NULL
https://orcid.org/0000-0003-4541-8243	https://openalex.org/A5070359985	Peter Morse	Peter Morse	NULL	NULL	NULL
NULL	https://openalex.org/A5083574479	Peter Schaller	P. Schaller	NULL	NULL	NULL
NULL	https://openalex.org/A5056032505	Peter U. Rodda	Peter Rodda	NULL	NULL	NULL
https://orcid.org/0000-0002-3606-663X	https://openalex.org/A5049875491	Peter W. Fritsch	Peter W. Fritsch	NULL	NULL	NULL
https://orcid.org/0000-0003-2592-1298	https://openalex.org/A5015535285	Petra Sierwald	Petra Sierwald	NULL	NULL	NULL
https://orcid.org/0000-0002-5077-4982	https://openalex.org/A5049817954	Philip E. Bickler	Philip E. Bickler	Fellow	NULL	NULL
https://orcid.org/0000-0001-6747-6044	https://openalex.org/A5025512369	Pim Bongaerts	Pim Bongaerts	NULL	NULL	NULL
NULL	https://openalex.org/A5022676707	R. Kenyon Ross	Richard Ross	NULL	NULL	NULL
NULL	https://openalex.org/A5082113422	R. M. Macfarlane	R. M. Macfarlane	NULL	NULL	NULL
NULL	https://openalex.org/A5072481158	R.P. Dempster	Robert P. Dempster	NULL	NULL	NULL
https://orcid.org/0000-0003-0977-9623	https://openalex.org/A5029375814	Rachel C. Quock	Rachel Quock	NULL	NULL	NULL
NULL	https://openalex.org/A5002601902	Rachel Hertog	Rachel Hertog	NULL	NULL	NULL
NULL	https://openalex.org/A5005670980	Rachel M. Liu	Rachel M. Liu	NULL	NULL	NULL
NULL	https://openalex.org/A5092693378	Racqyl Basas	Racqyl Basas	NULL	NULL	NULL
NULL	https://openalex.org/A5041325064	Ralph Wichterman	Ralph Wichterman	NULL	NULL	NULL
NULL	https://openalex.org/A5002924704	Raphael Ritson‐Williams	R. Ritson-Williams	NULL	NULL	NULL
NULL	https://openalex.org/A5080146411	RAYMOND BANDAR	RAYMOND BANDAR	NULL	NULL	NULL
https://orcid.org/0000-0002-0123-8833	https://openalex.org/A5090930881	Rayna C. Bell	Rayna C. Bell	NULL	NULL	NULL
https://orcid.org/0000-0003-3409-8766	https://openalex.org/A5083366921	Rebecca Albright	Rebecca Albright	NULL	NULL	NULL
https://orcid.org/0000-0003-2249-2643	https://openalex.org/A5082412409	Rebecca F. Johnson	Rebecca Fay Johnson	NULL	NULL	NULL
NULL	https://openalex.org/A5034051278	Rebekah Kim	Rebekah Kim	NULL	NULL	NULL
https://orcid.org/0000-0002-1138-7533	https://openalex.org/A5049186367	Ricardo Kriebel	Ricardo Kriebel	NULL	NULL	NULL
https://orcid.org/0000-0001-9566-5344	https://openalex.org/A5086987380	Ricardo Pacífico	Pacifico, Ricardo	NULL	NULL	NULL
https://orcid.org/0000-0003-1533-8488	https://openalex.org/A5029878681	Rich Mooi	Rich Mooi	NULL	NULL	request submitted 3/26/24
https://orcid.org/0000-0002-1466-0232	https://openalex.org/A5063934928	Richard B. King	R. B. King	NULL	NULL	NULL
NULL	https://openalex.org/A5033857744	Richard C. Banks	Richard C. Banks	NULL	NULL	NULL
https://orcid.org/0000-0003-4789-1595	https://openalex.org/A5077349190	Richard E. Strauss	Richard E. Strauss	NULL	NULL	NULL
NULL	https://openalex.org/A5004706820	Richard K. Kiyomoto	Richard K. Kiyomoto	NULL	NULL	NULL
NULL	https://openalex.org/A5002917293	Richard L. Pallowick	Richard L. Pallowick	NULL	NULL	NULL
NULL	https://openalex.org/A5079613671	Richard Mooi	Richard Mooi	NULL	NULL	request submitted 3/26/24
NULL	https://openalex.org/A5011744280	Ricka E. Stoelting	Ricka E. Stoelting	NULL	NULL	NULL
NULL	https://openalex.org/A5080769347	Robert B. Payne	Robert B. Payne	NULL	NULL	NULL
NULL	https://openalex.org/A5012348468	Robert C. Drewes	Robert C. Drewes	NULL	NULL	NULL
NULL	https://openalex.org/A5002799279	Robert C. Miller	Robert C. Miller	NULL	NULL	NULL
https://orcid.org/0000-0002-6889-4659	https://openalex.org/A5020774407	Robert D. Sayers	Robert Sayers	NULL	NULL	NULL
https://orcid.org/0000-0003-2752-7788	https://openalex.org/A5084928731	Robert Douglas Stone	R. Douglas Stone	NULL	NULL	NULL
https://orcid.org/0000-0002-1333-9893	https://openalex.org/A5031386126	Robert E. Hueter	Robert E Hueter	NULL	NULL	NULL
NULL	https://openalex.org/A5064901850	Robert E. Lovich	Robert E. Lovich	Research Associate	NULL	NULL
https://orcid.org/0000-0003-1347-9041	https://openalex.org/A5090842974	Robert G. Jenkins	Robert Jenkins	NULL	NULL	NULL
NULL	https://openalex.org/A5022094223	Robert J Bowman	Robert Bowman	NULL	NULL	NULL
NULL	https://openalex.org/A5025062065	Robert J. Van Syoc	Robert J. Van Syoc	NULL	NULL	NULL
https://orcid.org/0000-0002-6049-3180	https://openalex.org/A5052647034	Robert L. Brownell	Robert L. Brownell	NULL	NULL	NULL
NULL	https://openalex.org/A5052199355	Robert L. Usinger	Robert L. Usinger	NULL	NULL	NULL
NULL	https://openalex.org/A5027683704	Robert L. Zuparko	Robert L. Zuparko	NULL	NULL	NULL
NULL	https://openalex.org/A5021465377	Robert McSorley	Robert McSorley	NULL	NULL	NULL
NULL	https://openalex.org/A5018060434	Robert N. Lea	ROBERT N. LEA	Research Associate	NULL	NULL
NULL	https://openalex.org/A5020125684	Robert Rybczynski	Robert Rybczynski	NULL	NULL	NULL
NULL	https://openalex.org/A5071187671	Robert S. Ross	R. Ross	NULL	NULL	NULL
NULL	https://openalex.org/A5020621789	Robert T. Ore	Robert T. Ore	NULL	NULL	NULL
NULL	https://openalex.org/A5034123312	Robert T. Orr	Robert T. Orr	NULL	NULL	NULL
NULL	https://openalex.org/A5031665412	Robert V. Dowell	Robert V. Dowell	NULL	NULL	NULL
NULL	https://openalex.org/A5083898029	Robert Van Syoc	Robert Van Syoc	NULL	NULL	NULL
NULL	https://openalex.org/A5053223237	Roberta Ayres	Roberta Ayres	NULL	NULL	NULL
NULL	https://openalex.org/A5068626771	Robin Krebs	Robin Krebs	NULL	NULL	NULL
NULL	https://openalex.org/A5032046374	Robin Lawson	Robin Lawson	NULL	NULL	NULL
https://orcid.org/0000-0002-9462-7319	https://openalex.org/A5089274945	Rokiman Letsara	Rokiman Letsara	NULL	NULL	NULL
NULL	https://openalex.org/A5066670239	Rolf L. Aalbu	R.L. Aalbu	NULL	NULL	NULL
NULL	https://openalex.org/A5067387280	Ronald Garthwaite	R. L. Garthwaite	NULL	NULL	NULL
NULL	https://openalex.org/A5003162098	Ronald I. Crombie	Ronald I. Crombie	NULL	NULL	NULL
https://orcid.org/0000-0003-0086-7424	https://openalex.org/A5066573517	Rosemary G. Gillespie	Rosemary G. Gillespie	NULL	NULL	NULL
https://orcid.org/0000-0001-5020-6670	https://openalex.org/A5040908596	Roxanne Banker	Roxanne M. W. Banker	NULL	NULL	NULL
NULL	https://openalex.org/A5018667224	Roxie Esterle	Roxie Esterle	NULL	NULL	NULL
NULL	https://openalex.org/A5004055493	Roy L. Caldwell	Roy L. Caldwell	NULL	NULL	NULL
NULL	https://openalex.org/A5027026505	Ruthann Knudson	Ruthann Knudson	NULL	NULL	NULL
https://orcid.org/0000-0001-9288-7099	https://openalex.org/A5053193490	Ryan E. Hulett	Ryan E. Hulett	NULL	NULL	NULL
NULL	https://openalex.org/A5078665161	Ryan Schaeffer	Ryan Schaeffer	NULL	NULL	NULL
NULL	https://openalex.org/A5009486525	Ryan Wyatt	R. Wyatt	NULL	NULL	NULL
NULL	https://openalex.org/A5051473255	S. Bedard	S. Bedard	NULL	NULL	NULL
NULL	https://openalex.org/A5055585828	S. Sastry	S. Sastry	NULL	NULL	NULL
NULL	https://openalex.org/A5030127743	S. W. Anderson	Steven C. Anderson	NULL	NULL	NULL
NULL	https://openalex.org/A5005125919	S.R. Wynn	S.R. Wynn	NULL	NULL	NULL
NULL	https://openalex.org/A5059522991	Sam L. VanLandingham	Sam L. Vanlandingham	NULL	NULL	NULL
NULL	https://openalex.org/A5076842025	Sam Taylor	Sam Taylor	NULL	NULL	NULL
https://orcid.org/0000-0002-2786-8470	https://openalex.org/A5056389607	Samantha A. Donohoo	Samantha A Donohoo	NULL	NULL	NULL
https://orcid.org/0000-0002-5422-5120	https://openalex.org/A5029429769	Sándor Csősz	Sándor Csősz	NULL	NULL	NULL
https://orcid.org/0000-0003-0626-0770	https://openalex.org/A5082392771	Santiago Martín‐Bravo	Santiago Martín-Bravo	NULL	NULL	NULL
NULL	https://openalex.org/A5043559346	Sarah A. Soule	Sarah Soule	NULL	NULL	NULL
https://orcid.org/0000-0002-9787-7743	https://openalex.org/A5023294550	Sarah A. Spaulding	S.A. Spaulding	NULL	NULL	NULL
https://orcid.org/0000-0001-9360-6236	https://openalex.org/A5003997031	Sarah C. Crews	Sarah C. Crews	NULL	NULL	NULL
https://orcid.org/0000-0002-3125-6266	https://openalex.org/A5071872990	Sarah J. Jacobs	Sarah J Jacobs	NULL	NULL	NULL
https://orcid.org/0000-0002-5518-7541	https://openalex.org/A5054696030	Sarah Mathews	Sarah Mathews	NULL	NULL	NULL
NULL	https://openalex.org/A5012607089	Sarane T. Bowen	Sarane T. Bowen	NULL	NULL	NULL
NULL	https://openalex.org/A5036275419	Scott Burg	Scott Burg	NULL	NULL	NULL
NULL	https://openalex.org/A5034178639	Scott D. Sampson	Scott Sampson	NULL	NULL	NULL
NULL	https://openalex.org/A5046819662	Scott R. Loarie	Scott Loarie	NULL	NULL	NULL
NULL	https://openalex.org/A5021592111	Sean V. Edgerton	Sean V. Edgerton	NULL	NULL	NULL
https://orcid.org/0000-0003-0811-2309	https://openalex.org/A5004193757	Sebastian Salata	Sebastian Salata	NULL	NULL	NULL
NULL	https://openalex.org/A5064598728	Serena Chen	Serena Chen	NULL	NULL	NULL
NULL	https://openalex.org/A5092177620	Shaina G. Villalobos	Shaina G. Villalobos	NULL	NULL	NULL
NULL	https://openalex.org/A5051029757	Shannon N. Bennett	Shannon N. Bennett	NULL	NULL	NULL
https://orcid.org/0000-0001-8454-3755	https://openalex.org/A5058813555	Shannon Tushingham	Shannon Tushingham	Curator	Anthropology	NULL
https://orcid.org/0000-0002-4354-0133	https://openalex.org/A5071846308	Shayle B. Matsuda	Shayle B. Matsuda	NULL	NULL	NULL
NULL	https://openalex.org/A5003316170	Sheila Stasko-Concannon	Sheila Stasko-Concannon	NULL	NULL	NULL
NULL	https://openalex.org/A5072354328	Shelby L. Medina	Shelby L. Medina	NULL	NULL	NULL
NULL	https://openalex.org/A5048900906	Shelley A. Jones	S. A. Jones	NULL	NULL	NULL
NULL	https://openalex.org/A5087486897	Shireen J. Fahey	Shireen J. Fahey	NULL	NULL	NULL
https://orcid.org/0000-0001-5667-6876	https://openalex.org/A5054383105	Sonia L. Ghose	Sonia L. Ghose	NULL	NULL	NULL
NULL	https://openalex.org/A5060121937	Sophie Archambeault	Sophie L. Archambeault	NULL	NULL	NULL
NULL	https://openalex.org/A5088527540	Stanley Blum	Stanley D Blum	NULL	NULL	NULL
NULL	https://openalex.org/A5001699930	Stanley C. Williams	Stanley C. Williams	NULL	NULL	NULL
https://orcid.org/0000-0001-8447-8084	https://openalex.org/A5079223008	Stephen D. Busack	Stephen D. Busack	NULL	NULL	NULL
NULL	https://openalex.org/A5073061208	Stephen F. Bailey	Stephen F. Bailey	NULL	NULL	NULL
NULL	https://openalex.org/A5052583691	Stephen P. Samuel	Stephen P. Samuel	NULL	NULL	NULL
NULL	https://openalex.org/A5041486049	Steven Chen	Steven Chen	NULL	NULL	NULL
NULL	https://openalex.org/A5077778487	Steven Yong	Steven Yong	NULL	NULL	NULL
NULL	https://openalex.org/A5078993399	Stewart H. Madin	Stewart H. Madin	NULL	NULL	NULL
https://orcid.org/0000-0002-2274-1112	https://openalex.org/A5066308798	Stuart C. Willis	Stuart C. Willis	NULL	NULL	NULL
NULL	https://openalex.org/A5070552143	Stuart G. Poss	Stuart Poss	NULL	NULL	NULL
https://orcid.org/0000-0002-6437-3813	https://openalex.org/A5006441077	Susan Pemberton	Susan Pemberton	Curatorial Assistant	O&M	NULL
NULL	https://openalex.org/A5046865787	Susanne J. Lockhart	Susanne J. Lockhart	NULL	NULL	NULL
NULL	https://openalex.org/A5024886862	Susanne Lawrenz-Miller	Susanne Lawrenz-Miller	NULL	NULL	NULL
NULL	https://openalex.org/A5078924514	Suzanne Pierre	Suzanne Pierre	NULL	NULL	NULL
NULL	https://openalex.org/A5050559884	Sylvia A. Earle	Sylvia A. Earle	NULL	NULL	NULL
NULL	https://openalex.org/A5012437445	Sylvia Hope	Sylvia Hope	NULL	NULL	NULL
NULL	https://openalex.org/A5081507005	T. N. Freeman	T. N. Freeman	NULL	NULL	NULL
https://orcid.org/0000-0001-8954-0641	https://openalex.org/A5022333272	Tamás Szűts	Tamas Szuts	NULL	NULL	NULL
https://orcid.org/0000-0001-6110-9112	https://openalex.org/A5016326965	Tao Chen	Tao Chen	NULL	NULL	NULL
NULL	https://openalex.org/A5075258284	Ted Duncan	T.O. Duncan	NULL	NULL	NULL
NULL	https://openalex.org/A5008220566	Teri Barry	Teri Barry	NULL	NULL	NULL
https://orcid.org/0000-0002-3950-0243	https://openalex.org/A5018551266	Terrence M. Gosliner	Terrence M. Gosliner	NULL	NULL	NULL
https://orcid.org/0000-0002-4296-2940	https://openalex.org/A5050384820	Thierra K Nalley	Thierra K. Nalley	NULL	NULL	NULL
NULL	https://openalex.org/A5039981536	Thomas A. Grigliatti	Thomas A. Grigliatti	NULL	NULL	NULL
https://orcid.org/0000-0003-3015-2315	https://openalex.org/A5005921854	Thomas F. Daniel	T. F. Daniel	NULL	NULL	NULL
NULL	https://openalex.org/A5067673964	Thomas J. O’Shea	Thomas J. O'Shea	NULL	NULL	NULL
NULL	https://openalex.org/A5029593926	Thomas R. Tucker	Thomas Tucker	NULL	NULL	NULL
NULL	https://openalex.org/A5014721292	Tierney M. Thys	Tierney Thys	Research Associate	NULL	NULL
NULL	https://openalex.org/A5072079327	Timothy O. Osborne	Timothy O. Osborne	NULL	NULL	NULL
NULL	https://openalex.org/A5041369965	Tinya Hoang	Tinya Hoang	NULL	NULL	NULL
https://orcid.org/0000-0002-3138-1665	https://openalex.org/A5044093229	Todd J. Braje	Todd J. Braje	NULL	NULL	NULL
NULL	https://openalex.org/A5019263132	Tom Carlberg	Tom Carlberg	NULL	NULL	NULL
NULL	https://openalex.org/A5040768540	Tom M. Spight	Tom M. Spight	NULL	NULL	NULL
https://orcid.org/0000-0003-4116-1380	https://openalex.org/A5077779232	Tomio Iwamoto	T. Iwamoto	NULL	NULL	NULL
NULL	https://openalex.org/A5066330869	Tommaso C. Bulfone	Tommaso C. Bulfone	NULL	NULL	NULL
NULL	https://openalex.org/A5065650059	Tony Iwane	Tony Iwane	NULL	NULL	NULL
NULL	https://openalex.org/A5014605290	Tyler A. Y. Phelps	Tyler A. Y. Phelps	NULL	NULL	NULL
NULL	https://openalex.org/A5035984085	Tyson R. Roberts	Tyson R. Roberts	NULL	NULL	NULL
NULL	https://openalex.org/A5089706453	Valerie C. Clark	Valerie C. Clark	NULL	NULL	NULL
NULL	https://openalex.org/A5041013035	Valérie Rakotomalala	Valérie Rakotomalala	NULL	NULL	NULL
https://orcid.org/0000-0002-9682-1190	https://openalex.org/A5026229819	Vance T. Vredenburg	Vance T. Vredenburg	NULL	NULL	NULL
NULL	https://openalex.org/A5043258898	Vanessa Handley	Vanessa Handley	NULL	NULL	NULL
https://orcid.org/0000-0001-9415-1384	https://openalex.org/A5002026052	Vanessa L. Knutson	Vanessa L. Knutson	NULL	NULL	NULL
NULL	https://openalex.org/A5028200317	Veronica J. Sexton	Veronica J. Sexton	NULL	NULL	NULL
NULL	https://openalex.org/A5023357375	Victor A. Zullo	Victor A. Zullo	NULL	NULL	NULL
NULL	https://openalex.org/A5002933444	Victor Chow	Victor H.S. Chow	NULL	NULL	NULL
NULL	https://openalex.org/A5012700613	Vincent F. Lee	Vincent F. Lee	NULL	NULL	NULL
NULL	https://openalex.org/A5089898118	Viva Voong	Viva Voong	NULL	NULL	NULL
NULL	https://openalex.org/A5014314921	Vladimír Novák	V. J. A. Novák	NULL	NULL	NULL
NULL	https://openalex.org/A5090548106	W. Brian Simison	W. Brian Simison	NULL	NULL	NULL
NULL	https://openalex.org/A5080229623	W. I. Follett	W. I. Follett	NULL	NULL	NULL
NULL	https://openalex.org/A5035460271	W. J. Hamilton	William J. Hamilton	NULL	NULL	NULL
NULL	https://openalex.org/A5033321116	W. Morton Grant	William M. Grant	NULL	NULL	NULL
https://orcid.org/0000-0001-8057-4116	https://openalex.org/A5015816282	W. Scott Armbruster	W. Scott Armbruster	NULL	NULL	NULL
NULL	https://openalex.org/A5040959125	W. W. Sargeant	W. W. Sargeant	NULL	NULL	NULL
NULL	https://openalex.org/A5079328029	Wall Jd	Wall Jd	NULL	NULL	NULL
NULL	https://openalex.org/A5077018757	Wallace J. Nichols	W.J. Nichols	NULL	NULL	NULL
https://orcid.org/0000-0003-2391-2654	https://openalex.org/A5044909180	Walter S. Judd	Walter S. Judd	NULL	NULL	NULL
NULL	https://openalex.org/A5008295590	Walter Sheppe	Walter A. Sheppe	NULL	NULL	NULL
NULL	https://openalex.org/A5069960703	Warren E. Savary	Warren E Savary	NULL	NULL	NULL
NULL	https://openalex.org/A5073884431	Welton L. Lee	Welton L. Lee	NULL	NULL	NULL
https://orcid.org/0000-0003-4441-6203	https://openalex.org/A5018539367	Wendy Moore	Wendy Moore	NULL	NULL	NULL
NULL	https://openalex.org/A5075194348	Wilbert McLeod Chapman	Wilbert McLeod Chapman	NULL	NULL	NULL
NULL	https://openalex.org/A5036083367	William D. Shepard	William D. Shepard	NULL	NULL	NULL
NULL	https://openalex.org/A5035609409	William E. Evans	W. E. Evans	NULL	NULL	NULL
NULL	https://openalex.org/A5008798687	William F. Barr	William F. Barr	NULL	NULL	NULL
NULL	https://openalex.org/A5088938840	William Franklin Barbat	W.F Barbat	NULL	NULL	NULL
NULL	https://openalex.org/A5045439737	William J. Haugen Light	William J. H. Light	NULL	NULL	NULL
NULL	https://openalex.org/A5016946927	William J. Poly	William J. Poly	NULL	NULL	NULL
NULL	https://openalex.org/A5022432283	William N. Eschmeyer	W. Eschmeyer	NULL	NULL	NULL
NULL	https://openalex.org/A5052630960	William P. Elder	William P. Elder	NULL	NULL	NULL
NULL	https://openalex.org/A5000356909	William R. Charlesworth	William R. Charlesworth	NULL	NULL	NULL
NULL	https://openalex.org/A5049910670	William R. Shepherd	William Shepherd	NULL	NULL	NULL
NULL	https://openalex.org/A5041452882	Wojciech J Pulawski	Wojciech J. Pulawski	NULL	NULL	NULL
NULL	https://openalex.org/A5081751074	Woo-Chul Lee	W. L. Lee	NULL	NULL	NULL
NULL	https://openalex.org/A5024311430	X.-P. Wang	X.-P. Wang	NULL	NULL	NULL
NULL	https://openalex.org/A5027223091	Yolanda E. Camacho-García	Yolanda Camacho-García	NULL	NULL	NULL
https://orcid.org/0000-0002-2900-3331	https://openalex.org/A5018870681	Yuangeng Huang	Yuangeng Huang	Postdoc	Invertebrate Zoology & Geology	NULL
https://orcid.org/0000-0002-0210-7261	https://openalex.org/A5045209100	Zachary R Hanna	Zachary R. Hanna	NULL	NULL	NULL
https://orcid.org/0000-0002-0460-9791	https://openalex.org/A5022618195	Zeresenay Alemseged	Zeresenay Alemseged	NULL	NULL	NULL
NULL	https://openalex.org/A5087112265	Лев Манович	Lev Manovich	NULL	NULL	NULL
NULL	https://openalex.org/A5029219751	孝男 荒井	孝男 荒井	NULL	NULL	NULL